what,kind,bundleId,bundleVersion,description,time
java.version,sysinfo,,,"1.6.0_21",1332501952887
java.vm.info,sysinfo,,,"mixed mode",1332501952887
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1332501952887
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1332501952887
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1332501952887
java.vm.specification.version,sysinfo,,,"1.0",1332501952887
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1332501952887
java.vm.version,sysinfo,,,"17.0-b17",1332501952887
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1332501955163
started,bundle,org.eclipse.cdt.make.core,7.0.0.201009241320,"org.eclipse.cdt.make.core",1332501958441
started,bundle,org.eclipse.cdt.managedbuilder.core,7.0.1.201009241320,"org.eclipse.cdt.managedbuilder.core",1332501958472
started,bundle,org.eclipse.cdt.core,5.2.1.201009241320,"org.eclipse.cdt.core",1332501958510
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1332501958563
started,bundle,org.eclipse.cdt.ui,5.2.1.201009241320,"org.eclipse.cdt.ui",1332501958642
started,bundle,org.eclipse.cdt.make.ui,7.0.0.201009241320,"org.eclipse.cdt.make.ui",1332501958729
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332501963871
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332501966342
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1332501969503
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1332501969629
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332501969720
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332501969869
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1332501969870
started,bundle,org.eclipse.jdt.apt.core,3.3.400.v20100513-0845,"org.eclipse.jdt.apt.core",1332501970431
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.300.v20100513-0845,"org.eclipse.jdt.apt.pluggable.core",1332501970436
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1332501970464
started,bundle,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit",1332501978601
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.smartEnter",1332501983548
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1332501999970
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332502000872
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332502001095
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1332502004739
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332502009584
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332502009756
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1332502024447
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.0.v201004262257,"org.eclipse.jst.ws.jaxws.ui",1332502024476
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1332502024492
started,bundle,org.eclipse.pde.api.tools,1.0.201.v20100602-0930,"org.eclipse.pde.api.tools",1332502024593
started,bundle,org.eclipse.pde.api.tools.ui,1.0.200.v20100601-1815,"org.eclipse.pde.api.tools.ui",1332502024606
started,bundle,org.eclipse.jst.ws.annotations.core,1.0.0.v201004262257,"org.eclipse.jst.ws.annotations.core",1332502024848
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1332502047991
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1332502058436
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332502070801
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1332502074271
started,bundle,org.eclipse.wst.server.core,1.1.202.v20100518,"org.eclipse.wst.server.core",1332502074407
started,bundle,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.ui",1332502074419
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009241320,"org.eclipse.cdt.debug.core",1332502074510
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009241320,"org.eclipse.cdt.debug.ui",1332502074516
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1332502074526
started,bundle,org.eclipse.wst.common.emf,1.2.0.v201005200700,"org.eclipse.wst.common.emf",1332502074542
