what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332671443391
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332671449157
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332671452501
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332671454583
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332671454583
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332671456528
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332671459384
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332671459384
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332671460349
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332671462980
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332671463928
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332671467036
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332671485370
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671489717
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671491721
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671493937
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671498959
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332671510370
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671511892
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671562308
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1332671583382
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332671583570
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332671583601
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332671616141
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671639785
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671639878
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332671643208
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332671644186
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332671673085
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1332671681932
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671683138
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671683310
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332671683332
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332671693875
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1332671697086
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671698176
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671698357
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332671699640
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332671720222
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671721720
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671723147
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671723900
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671727644
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332671730134
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671731688
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671771538
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671778721
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671804500
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671805103
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671808243
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671808935
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671812633
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332671814898
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332671816356
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332671822916
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671824453
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671827380
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332671834432
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671836646
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671859564
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671860184
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671865179
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671865855
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671870115
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1332671870130
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671874119
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671877941
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332671878559
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1332671879572
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671879858
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671881254
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332671881742
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332671916501
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332672183459
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1332672198415
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332672200257
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332672209469
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332672284935
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332672305286
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332672310863
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332672360659
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332672377367
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332672377968
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332672380221
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332672380857
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1332672389020
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1332672401939
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332672405325
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332672405356
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332672437666
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1332672461406
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332672462784
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332672465279
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332672466439
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332672468529
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332672469637
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332672473296
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332672483487
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332672493065
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332672494660
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332672496129
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332672501023
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1332672540611
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1332672556816
